Product_ID,Product_Name,Main_Category,Sub_Category,Price_INR,Color,Fabric,Units_Sold_30_Days,Revenue_30_Days,Stock_Status,Customer_Rating,Num_Reviews,Performance_Tier,Date_Added,Price_Band
TSI0335,Sheets & Bedcovers Cream,Bedroom,Sheets & Bedcovers,3216.03,Pink,Cotton Canvas,5,16080.14,Low Stock,4.62,1,Slow,2024-11-05,Premium (₹3-5K)
TSI0336,Pillows Aqua,Bedroom,Pillows,13114.9,Emerald,Cotton Textured,6,78689.39,In Stock,4.8,1,Slow,2025-02-03,Luxury (>₹5K)
TSI0337,Sheets & Bedcovers Green,Bedroom,Sheets & Bedcovers,5866.84,White,Chanderi Silk,198,1161633.63,Low Stock,4.65,32,Bestseller,2025-08-21,Luxury (>₹5K)
TSI0338,Sheets & Bedcovers Green,Bedroom,Sheets & Bedcovers,6468.3,Green,Cotton Textured,7,45278.08,Out of Stock,4.31,1,Slow,2024-08-15,Luxury (>₹5K)
TSI0339,Pillows Yellow,Bedroom,Pillows,7939.41,Pink,100% Cotton,19,150848.88,In Stock,4.25,4,Average,2024-03-10,Luxury (>₹5K)
TSI0340,Pillows Cream,Bedroom,Pillows,4929.9,Natural,100% Cotton,2,9859.81,Low Stock,4.55,1,Slow,2025-09-01,Premium (₹3-5K)
TSI0341,Sheets & Bedcovers Red,Bedroom,Sheets & Bedcovers,7113.67,Navy,Chanderi Silk,5,35568.35,In Stock,4.34,1,Slow,2025-12-01,Luxury (>₹5K)
TSI0342,Sheets & Bedcovers Black,Bedroom,Sheets & Bedcovers,5395.46,Beige,100% Cotton,31,167259.38,In Stock,4.09,8,Average,2025-10-14,Luxury (>₹5K)
TSI0343,Throws & Coverlets Navy,Bedroom,Throws & Coverlets,5463.03,Natural,100% Cotton,6,32778.2,Low Stock,4.68,1,Slow,2024-11-22,Luxury (>₹5K)
TSI0344,Quilts & Duvet Covers Beige,Bedroom,Quilts & Duvet Covers,13221.35,Yellow,Wool,38,502411.27,In Stock,3.61,8,Average,2025-12-20,Luxury (>₹5K)
TSI0345,Sheets & Bedcovers Green,Bedroom,Sheets & Bedcovers,7259.61,Navy,Cotton Voile,33,239567.04,Out of Stock,3.66,4,Average,2025-06-25,Luxury (>₹5K)
TSI0346,Sheets & Bedcovers Blue,Bedroom,Sheets & Bedcovers,5523.45,Navy,Cotton Textured,4,22093.78,In Stock,4.07,1,Slow,2024-09-27,Luxury (>₹5K)
TSI0347,Sheets & Bedcovers Aqua,Bedroom,Sheets & Bedcovers,6631.16,Green,Cotton Sheeting,29,192303.68,In Stock,4.73,3,Average,2024-05-06,Luxury (>₹5K)
TSI0348,Throws & Coverlets Pink,Bedroom,Throws & Coverlets,7790.45,Indigo,Wool,49,381732.03,In Stock,4.32,7,Average,2024-08-12,Luxury (>₹5K)
TSI0349,Throws & Coverlets Pink,Bedroom,Throws & Coverlets,3799.03,Aqua,Cotton Canvas,6,22794.17,Out of Stock,4.51,1,Slow,2024-10-20,Premium (₹3-5K)
TSI0350,Quilts & Duvet Covers Natural,Bedroom,Quilts & Duvet Covers,4649.5,Pink,Cotton Textured,41,190629.38,In Stock,4.12,10,Average,2025-10-14,Premium (₹3-5K)
TSI0351,Pillows White,Bedroom,Pillows,9153.07,Indigo,Cotton Canvas,43,393581.85,In Stock,4.44,9,Average,2024-12-31,Luxury (>₹5K)
TSI0352,Quilts & Duvet Covers Green,Bedroom,Quilts & Duvet Covers,3540.19,Black,Silk,1,3540.19,Low Stock,4.72,1,Slow,2024-11-13,Premium (₹3-5K)
TSI0353,Pillows Emerald,Bedroom,Pillows,4640.68,Cream,Cotton Canvas,44,204189.73,Low Stock,3.66,10,Average,2025-06-19,Premium (₹3-5K)
TSI0354,Quilts & Duvet Covers Multi,Bedroom,Quilts & Duvet Covers,5190.23,Emerald,Chanderi Silk,40,207609.1,In Stock,4.76,11,Average,2025-07-27,Luxury (>₹5K)
TSI0355,Quilts & Duvet Covers Multi,Bedroom,Quilts & Duvet Covers,7055.57,Red,Cotton Canvas,3,21166.72,In Stock,4.57,1,Slow,2025-06-01,Luxury (>₹5K)
TSI0356,Pillows Aqua,Bedroom,Pillows,3912.6,Multi,Cotton Cambric,19,74339.44,In Stock,3.61,4,Average,2024-03-03,Premium (₹3-5K)
TSI0357,Pillows Aqua,Bedroom,Pillows,5872.97,Navy,100% Cotton,29,170316.13,In Stock,3.84,2,Average,2025-05-03,Luxury (>₹5K)
TSI0358,Pillows Emerald,Bedroom,Pillows,6376.73,Multi,Wool,24,153041.46,In Stock,3.88,3,Average,2024-03-19,Luxury (>₹5K)
TSI0359,Pillows Yellow,Bedroom,Pillows,2849.02,Black,Chanderi Silk,7,19943.11,In Stock,4.5,1,Slow,2024-02-12,Mid-Range (₹2-3K)
TSI0360,Sheets & Bedcovers Yellow,Bedroom,Sheets & Bedcovers,5379.92,Blue,Cotton Canvas,2,10759.84,In Stock,3.54,1,Slow,2024-10-24,Luxury (>₹5K)
TSI0361,Pillows Beige,Bedroom,Pillows,5855.21,Cream,Chanderi Silk,5,29276.06,In Stock,3.55,1,Slow,2025-02-01,Luxury (>₹5K)
TSI0362,Throws & Coverlets Cream,Bedroom,Throws & Coverlets,6674.05,Pink,Cotton Canvas,41,273635.97,In Stock,4.44,5,Average,2024-04-07,Luxury (>₹5K)
TSI0363,Quilts & Duvet Covers Navy,Bedroom,Quilts & Duvet Covers,6021.56,Multi,Cotton Cambric,20,120431.2,In Stock,4.35,2,Average,2024-12-06,Luxury (>₹5K)
TSI0364,Sheets & Bedcovers Blue,Bedroom,Sheets & Bedcovers,7527.81,Green,Cotton Textured,17,127972.75,Low Stock,3.8,2,Average,2024-11-10,Luxury (>₹5K)
TSI0365,Sheets & Bedcovers Yellow,Bedroom,Sheets & Bedcovers,1769.74,Green,Cotton Textured,15,26546.17,Low Stock,3.91,4,Average,2025-06-04,Economy (₹1-2K)
TSI0366,Pillows Yellow,Bedroom,Pillows,3777.69,Indigo,Cotton Textured,22,83109.09,In Stock,4.43,5,Average,2025-08-01,Premium (₹3-5K)
TSI0367,Pillows Pink,Bedroom,Pillows,7207.43,Black,Cotton Sheeting,27,194600.5,Out of Stock,4.2,8,Average,2024-09-29,Luxury (>₹5K)
TSI0368,Sheets & Bedcovers White,Bedroom,Sheets & Bedcovers,2100.34,Navy,Cotton Canvas,33,69311.33,In Stock,4.08,9,Average,2024-09-11,Mid-Range (₹2-3K)
TSI0369,Quilts & Duvet Covers Blue,Bedroom,Quilts & Duvet Covers,5802.44,Aqua,Cotton Textured,3,17407.32,Out of Stock,4.56,1,Slow,2024-10-31,Luxury (>₹5K)
TSI0370,Throws & Coverlets Yellow,Bedroom,Throws & Coverlets,5812.9,Blue,Chanderi Silk,40,232516.13,In Stock,4.48,6,Average,2024-06-12,Luxury (>₹5K)
TSI0371,Quilts & Duvet Covers Multi,Bedroom,Quilts & Duvet Covers,2700.11,Aqua,Cotton Sheeting,31,83703.44,In Stock,4.13,3,Average,2025-04-07,Mid-Range (₹2-3K)
TSI0372,Throws & Coverlets Red,Bedroom,Throws & Coverlets,2568.64,Pink,Wool,32,82196.35,Low Stock,4.71,8,Average,2025-07-26,Mid-Range (₹2-3K)
TSI0373,Sheets & Bedcovers Multi,Bedroom,Sheets & Bedcovers,4170.57,Green,Wool,8,33364.57,Out of Stock,4.54,1,Slow,2024-08-03,Premium (₹3-5K)
TSI0374,Pillows Indigo,Bedroom,Pillows,2099.09,Indigo,Wool,11,23090.01,Low Stock,3.54,2,Average,2024-06-11,Mid-Range (₹2-3K)
TSI0375,Throws & Coverlets Navy,Bedroom,Throws & Coverlets,5191.83,Green,Cotton Canvas,6,31151.0,In Stock,4.53,1,Slow,2024-09-26,Luxury (>₹5K)
TSI0376,Quilts & Duvet Covers Navy,Bedroom,Quilts & Duvet Covers,4005.4,Red,Cotton Cambric,49,196264.63,Out of Stock,4.25,6,Average,2025-03-05,Premium (₹3-5K)
TSI0377,Throws & Coverlets Blue,Bedroom,Throws & Coverlets,1996.86,Natural,Chanderi Silk,1,1996.86,In Stock,3.77,1,Slow,2025-08-24,Economy (₹1-2K)
TSI0378,Quilts & Duvet Covers Indigo,Bedroom,Quilts & Duvet Covers,2687.37,Red,Cotton Cambric,36,96745.34,Low Stock,3.86,5,Average,2024-07-13,Mid-Range (₹2-3K)
TSI0379,Throws & Coverlets Beige,Bedroom,Throws & Coverlets,4234.95,Blue,Silk,4,16939.79,In Stock,4.35,1,Slow,2024-08-26,Premium (₹3-5K)
TSI0380,Quilts & Duvet Covers White,Bedroom,Quilts & Duvet Covers,1944.93,White,Cotton Sheeting,68,132255.1,Low Stock,4.24,16,Bestseller,2024-06-01,Economy (₹1-2K)
TSI0381,Sheets & Bedcovers Beige,Bedroom,Sheets & Bedcovers,4120.85,Multi,Chanderi Silk,1,4120.85,Out of Stock,4.75,1,Slow,2025-09-28,Premium (₹3-5K)
TSI0382,Quilts & Duvet Covers Multi,Bedroom,Quilts & Duvet Covers,3307.65,Navy,100% Cotton,49,162074.7,In Stock,4.58,5,Average,2025-04-22,Premium (₹3-5K)
TSI0383,Sheets & Bedcovers Indigo,Bedroom,Sheets & Bedcovers,3003.97,White,Wool,18,54071.53,In Stock,4.59,1,Average,2025-10-01,Premium (₹3-5K)
TSI0384,Throws & Coverlets Multi,Bedroom,Throws & Coverlets,6092.46,Yellow,Cotton Cambric,166,1011347.74,In Stock,4.79,43,Bestseller,2025-02-18,Luxury (>₹5K)
TSI0385,Quilts & Duvet Covers Pink,Bedroom,Quilts & Duvet Covers,7630.64,Navy,Silk,142,1083550.36,Out of Stock,4.4,38,Bestseller,2025-07-16,Luxury (>₹5K)
TSI0386,Pillows Blue,Bedroom,Pillows,2898.83,Cream,Cotton Textured,20,57976.58,Low Stock,4.41,3,Average,2024-12-14,Mid-Range (₹2-3K)
TSI0387,Quilts & Duvet Covers White,Bedroom,Quilts & Duvet Covers,6832.77,Cream,Wool,199,1359722.09,Low Stock,4.41,59,Bestseller,2025-05-09,Luxury (>₹5K)
TSI0388,Throws & Coverlets Yellow,Bedroom,Throws & Coverlets,4301.4,Natural,Silk,19,81726.51,Low Stock,3.79,3,Average,2025-06-11,Premium (₹3-5K)
TSI0389,Pillows Cream,Bedroom,Pillows,4217.94,Natural,Cotton Textured,9,37961.47,Low Stock,3.94,2,Slow,2025-10-10,Premium (₹3-5K)
TSI0390,Pillows Natural,Bedroom,Pillows,2559.62,Black,Silk,198,506805.6,Out of Stock,4.44,30,Bestseller,2025-12-11,Mid-Range (₹2-3K)
TSI0391,Sheets & Bedcovers Aqua,Bedroom,Sheets & Bedcovers,1756.05,Navy,Cotton Sheeting,35,61461.64,Out of Stock,4.52,5,Average,2024-05-02,Economy (₹1-2K)
TSI0392,Quilts & Duvet Covers Indigo,Bedroom,Quilts & Duvet Covers,3289.05,Indigo,Cotton Voile,16,52624.87,In Stock,4.17,2,Average,2025-12-02,Premium (₹3-5K)
TSI0393,Throws & Coverlets Indigo,Bedroom,Throws & Coverlets,3564.1,Green,Wool,139,495410.56,In Stock,4.56,23,Bestseller,2024-12-30,Premium (₹3-5K)
TSI0394,Quilts & Duvet Covers Multi,Bedroom,Quilts & Duvet Covers,12734.38,Navy,Cotton Cambric,12,152812.58,In Stock,4.4,2,Average,2025-12-01,Luxury (>₹5K)
TSI0395,Throws & Coverlets Black,Bedroom,Throws & Coverlets,6441.05,Green,Chanderi Silk,119,766484.48,In Stock,4.53,14,Bestseller,2026-01-04,Luxury (>₹5K)
TSI0396,Throws & Coverlets Cream,Bedroom,Throws & Coverlets,3693.96,Yellow,Cotton Textured,38,140370.52,In Stock,3.94,6,Average,2024-08-02,Premium (₹3-5K)
TSI0397,Quilts & Duvet Covers Natural,Bedroom,Quilts & Duvet Covers,7188.27,Emerald,Cotton Cambric,81,582249.65,Low Stock,4.52,10,Bestseller,2025-05-01,Luxury (>₹5K)
TSI0398,Quilts & Duvet Covers Natural,Bedroom,Quilts & Duvet Covers,1727.11,Aqua,Cotton Textured,186,321241.55,In Stock,4.99,54,Bestseller,2024-11-19,Economy (₹1-2K)
TSI0399,Throws & Coverlets Pink,Bedroom,Throws & Coverlets,7129.66,Blue,Wool,11,78426.26,In Stock,4.08,2,Average,2025-06-03,Luxury (>₹5K)
TSI0400,Sheets & Bedcovers Blue,Bedroom,Sheets & Bedcovers,5979.07,Blue,Cotton Voile,13,77727.91,Low Stock,4.18,1,Average,2024-07-24,Luxury (>₹5K)
TSI0401,Floor Cushions Emerald,Living,Floor Cushions,4860.78,Emerald,Cotton Textured,13,63190.15,In Stock,3.66,3,Average,2026-01-22,Premium (₹3-5K)
TSI0402,Rugs Indigo,Living,Rugs,4317.72,Cream,Cotton Canvas,25,107942.89,In Stock,3.5,4,Average,2025-02-07,Premium (₹3-5K)
TSI0403,Lights & Shades Navy,Living,Lights & Shades,3159.71,Cream,100% Cotton,29,91631.46,Low Stock,3.65,8,Average,2026-01-22,Premium (₹3-5K)
TSI0404,Cushions Beige,Living,Cushions,5092.36,Pink,Chanderi Silk,29,147678.32,In Stock,4.51,6,Average,2025-01-13,Luxury (>₹5K)
TSI0405,Cushions Black,Living,Cushions,13911.02,Pink,100% Cotton,48,667728.9,In Stock,3.59,5,Average,2025-09-28,Luxury (>₹5K)
TSI0406,Curtains Pink,Living,Curtains,2914.27,Cream,Cotton Voile,45,131142.19,Low Stock,4.52,13,Average,2025-08-23,Mid-Range (₹2-3K)
TSI0407,Floor Cushions White,Living,Floor Cushions,5718.81,Natural,Wool,172,983635.0,In Stock,4.94,28,Bestseller,2024-02-16,Luxury (>₹5K)
TSI0408,Lights & Shades Red,Living,Lights & Shades,4360.06,Aqua,100% Cotton,7,30520.39,In Stock,4.56,1,Slow,2025-10-17,Premium (₹3-5K)
TSI0409,Rugs Natural,Living,Rugs,2890.54,Red,Wool,1,2890.54,In Stock,3.92,1,Slow,2025-05-28,Mid-Range (₹2-3K)
TSI0410,Floor Cushions Cream,Living,Floor Cushions,3741.87,Pink,Wool,144,538829.82,In Stock,4.69,25,Bestseller,2024-05-03,Premium (₹3-5K)
TSI0411,Floor Cushions Blue,Living,Floor Cushions,3535.78,Aqua,Cotton Cambric,6,21214.65,Out of Stock,4.79,1,Slow,2025-10-15,Premium (₹3-5K)
TSI0412,Cushions Green,Living,Cushions,2894.06,Emerald,Cotton Sheeting,38,109974.26,Low Stock,3.97,9,Average,2024-05-23,Mid-Range (₹2-3K)
TSI0413,Floor Cushions Cream,Living,Floor Cushions,4718.05,Red,Cotton Sheeting,47,221748.58,In Stock,4.51,11,Average,2025-10-15,Premium (₹3-5K)
TSI0414,Decor Emerald,Living,Decor,4941.84,Multi,Silk,17,84011.35,Out of Stock,3.64,3,Average,2026-01-14,Premium (₹3-5K)
TSI0415,Rugs Black,Living,Rugs,5128.57,Emerald,Cotton Textured,23,117957.1,In Stock,3.88,6,Average,2024-11-12,Luxury (>₹5K)
TSI0416,Lights & Shades Aqua,Living,Lights & Shades,2112.02,Pink,Wool,10,21120.22,Out of Stock,4.21,1,Average,2025-05-12,Mid-Range (₹2-3K)
TSI0417,Decor Cream,Living,Decor,5982.14,Multi,Silk,3,17946.42,Out of Stock,3.53,1,Slow,2025-01-18,Luxury (>₹5K)
TSI0418,Lights & Shades Red,Living,Lights & Shades,2375.69,Cream,Wool,41,97403.33,Low Stock,4.09,7,Average,2024-12-01,Mid-Range (₹2-3K)
TSI0419,Curtains Natural,Living,Curtains,3839.62,Indigo,Cotton Voile,38,145905.72,In Stock,4.16,5,Average,2024-02-14,Premium (₹3-5K)
TSI0420,Lights & Shades Beige,Living,Lights & Shades,2644.59,Navy,Chanderi Silk,151,399332.86,In Stock,4.73,28,Bestseller,2025-03-20,Mid-Range (₹2-3K)
TSI0421,Cushions Black,Living,Cushions,5690.62,Red,Cotton Sheeting,9,51215.58,In Stock,3.84,1,Slow,2024-04-01,Luxury (>₹5K)
TSI0422,Cushions Natural,Living,Cushions,1645.2,Black,Silk,181,297780.75,In Stock,4.25,38,Bestseller,2025-07-29,Economy (₹1-2K)
TSI0423,Rugs Multi,Living,Rugs,1405.68,White,Cotton Sheeting,36,50604.65,In Stock,3.69,4,Average,2024-12-09,Economy (₹1-2K)
TSI0424,Cushions Indigo,Living,Cushions,3523.05,Natural,Cotton Sheeting,13,45799.65,In Stock,3.91,3,Average,2024-08-22,Premium (₹3-5K)
TSI0425,Curtains Pink,Living,Curtains,2240.76,Pink,Chanderi Silk,139,311465.65,Out of Stock,4.34,33,Bestseller,2026-01-15,Mid-Range (₹2-3K)
TSI0426,Decor Yellow,Living,Decor,2997.81,Cream,Chanderi Silk,82,245820.53,In Stock,4.83,18,Bestseller,2024-12-25,Mid-Range (₹2-3K)
TSI0427,Floor Cushions Black,Living,Floor Cushions,5034.81,White,Wool,64,322227.92,In Stock,4.22,7,Bestseller,2024-03-22,Luxury (>₹5K)
TSI0428,Curtains Blue,Living,Curtains,2792.72,Black,Cotton Canvas,40,111708.8,Out of Stock,4.57,8,Average,2026-01-12,Mid-Range (₹2-3K)
TSI0429,Curtains Yellow,Living,Curtains,5094.85,Indigo,Cotton Textured,9,45853.63,In Stock,3.82,2,Slow,2024-05-13,Luxury (>₹5K)
TSI0430,Cushions Navy,Living,Cushions,3772.36,Aqua,Wool,91,343284.74,In Stock,4.87,18,Bestseller,2025-10-03,Premium (₹3-5K)
TSI0431,Rugs White,Living,Rugs,1759.19,Pink,Cotton Canvas,15,26387.81,In Stock,4.61,4,Average,2025-10-04,Economy (₹1-2K)
TSI0432,Floor Cushions Multi,Living,Floor Cushions,4984.91,Green,Silk,25,124622.83,In Stock,4.64,5,Average,2025-03-13,Premium (₹3-5K)
TSI0433,Lights & Shades Blue,Living,Lights & Shades,5076.16,Cream,100% Cotton,10,50761.63,In Stock,4.27,1,Average,2026-01-22,Luxury (>₹5K)
TSI0434,Cushions Emerald,Living,Cushions,1460.11,Cream,100% Cotton,45,65704.99,In Stock,4.79,10,Average,2025-07-28,Economy (₹1-2K)
TSI0435,Decor Pink,Living,Decor,1273.93,Beige,Cotton Voile,37,47135.46,Low Stock,4.03,7,Average,2025-11-27,Economy (₹1-2K)
TSI0436,Lights & Shades Cream,Living,Lights & Shades,14659.75,Beige,Chanderi Silk,33,483771.91,In Stock,4.01,4,Average,2025-02-01,Luxury (>₹5K)
TSI0437,Curtains Emerald,Living,Curtains,4323.24,White,Cotton Textured,21,90788.0,In Stock,3.86,3,Average,2025-03-31,Premium (₹3-5K)
TSI0438,Curtains Red,Living,Curtains,5346.4,White,100% Cotton,10,53463.98,In Stock,4.77,1,Average,2025-11-19,Luxury (>₹5K)
TSI0439,Floor Cushions Black,Living,Floor Cushions,2984.06,Aqua,Cotton Textured,4,11936.23,Out of Stock,3.58,1,Slow,2025-08-19,Mid-Range (₹2-3K)
TSI0440,Lights & Shades Yellow,Living,Lights & Shades,2894.25,Red,Cotton Cambric,3,8682.74,In Stock,3.67,1,Slow,2025-11-10,Mid-Range (₹2-3K)
TSI0441,Cushions Emerald,Living,Cushions,2927.24,Black,Wool,32,93671.77,In Stock,4.04,5,Average,2024-10-28,Mid-Range (₹2-3K)
TSI0442,Cushions Yellow,Living,Cushions,4210.7,Black,Cotton Sheeting,27,113688.83,In Stock,4.58,4,Average,2025-02-21,Premium (₹3-5K)
TSI0443,Lights & Shades Yellow,Living,Lights & Shades,2518.92,Beige,Cotton Cambric,30,75567.52,Low Stock,4.29,5,Average,2024-05-15,Mid-Range (₹2-3K)
TSI0444,Floor Cushions Emerald,Living,Floor Cushions,3916.36,Natural,100% Cotton,15,58745.34,Out of Stock,3.82,1,Average,2025-08-19,Premium (₹3-5K)
TSI0445,Rugs White,Living,Rugs,1706.93,Natural,Cotton Voile,195,332851.0,Low Stock,4.49,24,Bestseller,2025-09-03,Economy (₹1-2K)
TSI0446,Decor Red,Living,Decor,3371.51,White,Silk,25,84287.75,In Stock,4.55,4,Average,2024-05-03,Premium (₹3-5K)
TSI0447,Curtains Navy,Living,Curtains,1740.08,Red,Silk,27,46982.24,In Stock,4.22,5,Average,2025-12-17,Economy (₹1-2K)
TSI0448,Rugs Aqua,Living,Rugs,1256.5,Beige,Cotton Canvas,27,33925.47,In Stock,4.02,7,Average,2024-08-31,Economy (₹1-2K)
TSI0449,Decor Aqua,Living,Decor,4953.01,Black,100% Cotton,148,733045.49,In Stock,4.77,34,Bestseller,2024-06-08,Premium (₹3-5K)
TSI0450,Decor Natural,Living,Decor,898.52,Green,Cotton Textured,17,15274.77,Low Stock,3.92,1,Average,2024-10-06,Budget (<₹1K)
TSI0451,Decor Black,Living,Decor,928.01,Red,Cotton Canvas,46,42688.62,In Stock,4.49,11,Average,2024-07-11,Budget (<₹1K)
TSI0452,Decor Yellow,Living,Decor,5659.63,Blue,100% Cotton,7,39617.4,In Stock,3.7,1,Slow,2024-04-09,Luxury (>₹5K)
TSI0453,Decor Green,Living,Decor,3026.56,White,Chanderi Silk,12,36318.68,In Stock,4.06,2,Average,2024-10-24,Premium (₹3-5K)
TSI0454,Lights & Shades Natural,Living,Lights & Shades,1832.88,Blue,Cotton Textured,4,7331.54,Low Stock,3.92,1,Slow,2024-06-01,Economy (₹1-2K)
TSI0455,Lights & Shades Blue,Living,Lights & Shades,5092.65,Aqua,Wool,121,616210.82,In Stock,4.68,23,Bestseller,2025-09-01,Luxury (>₹5K)
TSI0456,Curtains Natural,Living,Curtains,4776.18,Pink,Cotton Textured,32,152837.92,Out of Stock,3.93,3,Average,2024-10-09,Premium (₹3-5K)
TSI0457,Floor Cushions Emerald,Living,Floor Cushions,4972.46,Pink,Cotton Textured,139,691171.85,In Stock,4.75,20,Bestseller,2025-10-14,Premium (₹3-5K)
TSI0458,Lights & Shades Red,Living,Lights & Shades,5264.23,Multi,Cotton Canvas,17,89491.97,Low Stock,3.83,4,Average,2024-09-02,Luxury (>₹5K)
TSI0459,Rugs Black,Living,Rugs,5789.26,Aqua,Cotton Sheeting,136,787338.73,In Stock,4.87,28,Bestseller,2025-08-22,Luxury (>₹5K)
TSI0460,Cushions Aqua,Living,Cushions,2400.95,Multi,Cotton Voile,3,7202.84,Low Stock,3.64,1,Slow,2026-01-10,Mid-Range (₹2-3K)
TSI0461,Floor Cushions Aqua,Living,Floor Cushions,1385.47,White,Silk,6,8312.82,In Stock,4.62,1,Slow,2024-10-03,Economy (₹1-2K)
TSI0462,Decor Yellow,Living,Decor,3115.7,Aqua,Silk,9,28041.26,In Stock,3.72,1,Slow,2024-08-02,Premium (₹3-5K)
TSI0463,Lights & Shades Green,Living,Lights & Shades,5910.25,Red,Cotton Textured,138,815613.89,In Stock,4.53,25,Bestseller,2024-10-06,Luxury (>₹5K)
TSI0464,Curtains Blue,Living,Curtains,4173.48,Yellow,Silk,11,45908.33,Out of Stock,4.36,2,Average,2025-03-15,Premium (₹3-5K)
TSI0465,Decor Red,Living,Decor,5587.6,Black,Wool,115,642573.46,In Stock,4.93,30,Bestseller,2025-08-30,Luxury (>₹5K)
TSI0466,Lights & Shades Emerald,Living,Lights & Shades,4610.87,Emerald,Cotton Voile,42,193656.45,Low Stock,3.9,6,Average,2025-04-25,Premium (₹3-5K)
TSI0467,Curtains Pink,Living,Curtains,3430.05,Black,Chanderi Silk,32,109761.61,Low Stock,3.86,7,Average,2025-10-13,Premium (₹3-5K)
TSI0468,Decor Navy,Living,Decor,4369.87,Beige,Cotton Textured,2,8739.75,Out of Stock,3.51,1,Slow,2025-11-24,Premium (₹3-5K)
TSI0469,Curtains Multi,Living,Curtains,5931.86,Green,Silk,10,59318.59,Out of Stock,4.02,2,Average,2024-11-29,Luxury (>₹5K)
TSI0470,Floor Cushions Blue,Living,Floor Cushions,5761.02,Blue,Cotton Canvas,69,397510.36,Low Stock,4.2,11,Bestseller,2025-01-15,Luxury (>₹5K)
TSI0471,Rugs Cream,Living,Rugs,5217.3,Navy,100% Cotton,38,198257.3,Out of Stock,4.68,7,Average,2024-08-09,Luxury (>₹5K)
TSI0472,Lights & Shades White,Living,Lights & Shades,1113.18,Pink,Wool,23,25603.14,Low Stock,4.6,6,Average,2024-07-14,Economy (₹1-2K)
TSI0473,Floor Cushions Emerald,Living,Floor Cushions,907.94,Green,Cotton Cambric,134,121664.2,In Stock,4.26,39,Bestseller,2024-08-24,Budget (<₹1K)
TSI0474,Floor Cushions Cream,Living,Floor Cushions,3088.37,Emerald,Wool,37,114269.67,Low Stock,4.72,10,Average,2025-01-08,Premium (₹3-5K)
TSI0475,Floor Cushions Black,Living,Floor Cushions,3950.82,Navy,100% Cotton,4,15803.26,Low Stock,4.08,1,Slow,2025-10-01,Premium (₹3-5K)
TSI0476,Cushions White,Living,Cushions,3417.39,Black,Chanderi Silk,29,99104.45,Low Stock,3.65,5,Average,2025-12-20,Premium (₹3-5K)
TSI0477,Cushions Cream,Living,Cushions,1007.02,Green,100% Cotton,1,1007.02,In Stock,3.73,1,Slow,2024-07-16,Economy (₹1-2K)
TSI0478,Curtains Multi,Living,Curtains,1365.15,Black,Cotton Voile,23,31398.43,In Stock,4.5,5,Average,2025-08-18,Economy (₹1-2K)
TSI0479,Cushions Beige,Living,Cushions,5571.77,Red,Wool,27,150437.68,Out of Stock,4.57,5,Average,2026-01-24,Luxury (>₹5K)
TSI0480,Curtains White,Living,Curtains,3901.63,Indigo,Cotton Canvas,26,101442.35,In Stock,4.76,6,Average,2024-02-14,Premium (₹3-5K)
TSI0481,Cushions Cream,Living,Cushions,3535.63,Yellow,Chanderi Silk,11,38891.92,In Stock,4.17,2,Average,2024-09-09,Premium (₹3-5K)
TSI0482,Curtains Blue,Living,Curtains,5155.81,Blue,Cotton Canvas,47,242322.88,In Stock,4.21,6,Average,2025-06-19,Luxury (>₹5K)
TSI0483,Cushions Natural,Living,Cushions,831.44,Pink,Cotton Cambric,186,154648.7,In Stock,4.29,39,Bestseller,2024-04-13,Budget (<₹1K)
TSI0484,Curtains Blue,Living,Curtains,5399.29,Cream,Cotton Voile,27,145780.81,Low Stock,3.89,5,Average,2025-08-30,Luxury (>₹5K)
TSI0485,Floor Cushions Yellow,Living,Floor Cushions,5750.72,White,Cotton Sheeting,18,103513.05,In Stock,4.15,2,Average,2024-08-14,Luxury (>₹5K)
TSI0486,Cushions Blue,Living,Cushions,4395.36,Indigo,Cotton Voile,41,180209.9,In Stock,3.96,11,Average,2024-06-25,Premium (₹3-5K)
TSI0487,Cushions Natural,Living,Cushions,2423.4,Natural,Cotton Sheeting,3,7270.19,Out of Stock,4.53,1,Slow,2024-12-22,Mid-Range (₹2-3K)
TSI0488,Decor Indigo,Living,Decor,4673.09,Red,Cotton Sheeting,167,780406.1,In Stock,4.56,41,Bestseller,2025-03-04,Premium (₹3-5K)
TSI0489,Cushions Beige,Living,Cushions,1939.46,Beige,100% Cotton,42,81457.13,Low Stock,4.13,6,Average,2025-01-01,Economy (₹1-2K)
TSI0490,Floor Cushions Green,Living,Floor Cushions,3270.52,Indigo,Cotton Sheeting,22,71951.48,Low Stock,4.38,5,Average,2024-07-05,Premium (₹3-5K)
TSI0491,Curtains Indigo,Living,Curtains,5881.88,Pink,100% Cotton,11,64700.63,In Stock,4.45,2,Average,2024-09-09,Luxury (>₹5K)
TSI0492,Floor Cushions Beige,Living,Floor Cushions,2975.11,Emerald,Chanderi Silk,6,17850.68,In Stock,3.73,1,Slow,2025-01-26,Mid-Range (₹2-3K)
TSI0493,Rugs Emerald,Living,Rugs,1797.03,Green,Cotton Textured,29,52113.82,Out of Stock,3.61,7,Average,2025-01-21,Economy (₹1-2K)
TSI0494,Decor Cream,Living,Decor,4474.34,Emerald,Chanderi Silk,38,170024.98,In Stock,4.17,9,Average,2024-05-26,Premium (₹3-5K)
